object_ID,alpha,delta,UV_filter,green_filter,red_filter,near_IR_filter,IR_filter,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,red_shift,plate_ID,MJD,fiber_ID,class
1.24E+18,123.601243,49.82654398,23.54561,20.18702,18.43568,17.81025,17.50509,1402,301,4,130,4.96E+17,0.3434286,440,51885,460,GALAXY
1.24E+18,113.9462084,38.83804177,23.46634,23.01583,21.17179,20.1421,19.74174,1402,301,4,43,4.13E+18,0.5856048,3664,55245,401,GALAXY
1.24E+18,117.0974112,42.88237892,26.50426,24.10046,21.57211,19.92466,19.52909,1402,301,4,75,4.14E+18,0.6378371,3676,55186,401,GALAXY
1.24E+18,183.4907395,34.65140752,23.65374,23.15758,21.70208,20.69945,19.89687,4576,301,3,440,1.15E+19,1.284792,10245,58161,3,QSO
1.24E+18,183.7466179,34.71340083,26.39713,22.87964,21.01753,19.67433,19.22171,4576,301,3,441,5.19E+18,0.6734399,4613,55591,297,GALAXY
1.24E+18,225.4227106,34.66578652,26.31563,24.46391,21.50802,20.43375,19.48616,3919,301,3,142,1.21E+19,0.8655235,10747,58220,259,GALAXY
1.24E+18,225.7035207,34.55013846,25.80805,22.19835,20.53009,19.45508,18.99338,3919,301,3,144,5.31E+18,0.5514494,4717,55742,469,GALAXY
1.24E+18,179.6961509,3.935987018,19.61337,18.36613,17.66781,17.19479,16.95193,5976,301,1,221,9.47E+17,0.0854832,841,52375,137,GALAXY
1.24E+18,173.5658714,50.57676688,22.99121,22.17225,20.77243,20.07457,19.59342,2964,301,6,273,9.19E+18,-0.00044489,8159,57064,186,STAR
1.24E+18,185.8685889,51.07471806,21.95274,22.04356,21.66848,21.75892,21.56034,2964,301,6,325,9.26E+18,1.244997,8227,57427,505,QSO
1.24E+18,209.0497812,48.5349818,21.35121,20.89307,20.76697,20.70909,20.42046,2964,301,6,426,8.37E+18,0.7967131,7432,57107,236,QSO
1.24E+18,355.7965429,38.92961668,20.03226,18.48743,17.85359,17.60304,17.47132,4135,301,1,207,2.12E+18,-0.000164408,1882,53262,317,STAR
1.24E+18,356.9530396,35.90103702,22.39167,21.51952,21.34193,21.60748,20.81734,4135,301,1,228,8.74E+18,2.452933,7759,58401,749,QSO
1.24E+18,214.3615166,19.73854313,19.86498,18.42456,17.48386,17.03582,16.71478,5183,301,3,533,3.12E+18,0.1745677,2773,54533,388,GALAXY
1.24E+18,139.9770568,16.21855066,24.79614,21.22458,19.27198,18.43451,18.00426,5183,301,3,63,2.75E+18,0.4636545,2440,53818,377,GALAXY
1.24E+18,153.6377094,19.38374254,20.54015,18.55495,17.51902,17.06085,16.69943,5183,301,3,153,2.67E+18,0.1062569,2374,53765,269,GALAXY
1.24E+18,326.468398,11.72203761,20.00867,19.86342,19.62987,19.67773,19.63957,1739,301,3,84,8.25E+17,0.9884653,733,52207,317,QSO
1.24E+18,170.5810862,50.86101638,21.91086,21.89256,21.40237,21.44936,20.71447,2830,301,2,360,9.19E+18,1.139932,8160,57071,200,QSO
1.24E+18,116.0348381,23.96174614,23.83018,21.88371,21.86308,22.03706,22.28349,2830,301,2,29,1.25E+19,3.136428,11103,58488,668,QSO
1.24E+18,111.2906226,40.85377415,25.5447,23.61067,21.88813,20.45717,19.33309,6573,301,5,193,1.20E+19,4.32E-05,10656,58163,459,STAR
1.24E+18,164.6360887,24.37807467,18.05929,16.90574,16.5096,16.37806,16.36333,5140,301,5,89,2.80E+18,-4.27E-05,2486,53876,390,STAR
1.24E+18,158.3119048,23.27957072,20.35365,19.28556,18.81118,18.61238,18.53873,5140,301,5,50,3.66E+18,-8.91E-05,3250,54883,265,STAR
1.24E+18,202.8819231,32.50988866,21.93592,21.0625,20.75845,20.69447,20.88706,4576,301,1,548,1.15E+19,0.000221428,10257,58526,66,STAR
1.24E+18,167.4611628,49.86432028,23.84678,22.3935,20.71789,19.71146,19.22541,2964,301,6,247,8.33E+18,-5.41E-05,7395,57131,647,STAR
1.24E+18,125.9870042,33.11776012,21.91652,19.51409,19.20784,19.07202,19.19129,2964,301,6,15,3.63E+18,0.000689221,3228,54863,484,STAR
1.24E+18,158.1318966,14.40463651,22.43994,21.36904,19.55357,18.88189,18.49419,3631,301,6,278,6.02E+18,0.4391151,5345,56010,454,GALAXY
1.24E+18,158.6292689,14.37233501,24.21877,20.82001,18.96347,18.35364,17.97923,3631,301,6,281,1.97E+18,0.3188313,1748,53112,326,GALAXY
1.24E+18,120.441438,46.70145562,23.9871,20.28791,18.74399,18.0399,17.59318,1402,301,4,105,4.14E+18,0.2105146,3681,55243,144,GALAXY
1.24E+18,184.6569683,22.48450414,27.08033,21.37866,20.10154,19.24969,18.82974,5183,301,3,347,6.73E+18,0.4896052,5978,56073,743,GALAXY
1.24E+18,132.2298811,52.61334826,20.21622,20.0402,19.92055,19.69538,19.63369,1331,301,4,194,8.21E+18,1.928314,7293,56741,896,QSO
1.24E+18,136.2818112,55.03195432,24.31405,20.90985,20.65239,20.60128,20.61891,1331,301,4,216,8.20E+18,3.196083,7279,57071,90,QSO
1.24E+18,209.5131937,57.43078202,25.99547,23.90529,22.77628,20.77697,19.86346,3225,301,3,37,9.23E+18,1.027866,8199,57428,41,QSO
1.24E+18,132.621446,11.91675767,21.06048,19.91353,19.35461,19.10354,19.07278,5972,301,6,116,3.01E+18,0.000563568,2671,54141,402,STAR
1.24E+18,8.020026327,18.16728084,22.61843,21.57656,19.91691,19.26347,18.76274,7713,301,5,282,6.97E+18,0.3756477,6193,56237,498,GALAXY
1.24E+18,186.6222786,58.55493852,25.74223,21.97764,20.5588,19.23174,18.57688,2826,301,6,300,7.70E+18,-7.51E-05,6837,56442,755,STAR
1.24E+18,189.1242114,58.69073368,26.91243,20.58155,18.90121,18.25591,17.84961,2826,301,6,309,7.70E+18,0.3668899,6836,56443,570,GALAXY
1.24E+18,90.32347347,63.89089564,20.75709,18.78127,17.90876,17.55457,17.5134,4887,301,4,176,2.59E+18,6.97E-05,2299,53711,319,STAR
1.24E+18,359.4576377,28.25701022,18.60853,17.13098,16.53441,16.30608,16.19043,4152,301,1,104,3.16E+18,-0.000189873,2803,54368,399,STAR
1.24E+18,352.4642343,26.64892693,21.84701,22.95343,21.3686,20.11211,19.40864,8103,301,3,51,7.09E+18,-2.40E-05,6301,56543,429,STAR
1.24E+18,352.8198221,26.6420037,21.5773,20.58524,18.92124,18.29365,17.88986,8103,301,3,53,7.09E+18,0.2861433,6301,56543,388,GALAXY
1.24E+18,244.9345511,0.538000252,22.26432,20.29966,18.69214,17.34911,16.59203,752,301,5,677,3.90E+17,-8.50E-05,346,51693,550,STAR
1.24E+18,250.6682528,36.11104139,21.09109,20.30885,20.27708,20.25988,19.83603,3225,301,4,267,5.85E+18,2.438444,5197,55828,728,QSO
1.24E+18,252.4721883,34.1217796,20.41099,19.93751,20.04259,20.15904,20.48248,3225,301,4,284,1.23E+19,-5.20E-05,10915,58257,824,STAR
1.24E+18,41.23498049,0.891042239,20.33249,19.48404,19.10866,18.95968,18.96128,7717,301,1,605,1.70E+18,-9.94E-05,1511,52946,337,STAR
1.24E+18,316.4049046,0.424675453,20.26297,19.20886,18.79085,18.62787,18.52141,7717,301,1,38,2.16E+18,-0.000172403,1919,53240,461,STAR
1.24E+18,333.5598463,1.419044547,20.16629,19.53006,18.93955,18.61207,18.48976,7717,301,2,153,1.03E+19,1.348464,9167,58064,160,QSO
1.24E+18,343.376052,1.625359476,20.28669,20.04779,19.86598,19.54507,19.35386,7717,301,2,218,1.03E+19,1.636338,9171,58068,19,QSO
1.24E+18,246.8254659,35.2017247,25.95888,23.06591,21.65618,20.58846,19.81455,3705,301,1,303,1.23E+19,0.6935434,10910,58254,685,GALAXY
1.24E+18,2.356120348,17.41802715,26.0279,21.92382,20.49702,19.5936,19.18636,7713,301,3,246,6.88E+18,0.5096141,6111,56270,381,GALAXY
1.24E+18,8.025044149,35.09046178,26.27549,21.96394,20.16833,19.24579,18.76892,7210,301,4,48,8.03E+18,0.472499,7132,56565,105,GALAXY
1.24E+18,250.6885321,23.24111169,20.99386,19.47316,19.05524,18.83743,18.74053,3926,301,2,180,4.71E+18,-1.18E-05,4182,55446,580,STAR
1.24E+18,223.5434442,41.10724754,23.49881,22.71897,21.2247,18.64958,17.33663,3699,301,5,208,1.57E+18,-3.67E-05,1397,53119,555,STAR
1.24E+18,163.7515798,4.494901984,24.2379,21.65196,19.87189,19.00018,18.49479,2126,301,3,297,5.38E+18,0.4753149,4774,55659,79,GALAXY
1.24E+18,215.8526336,-0.59168937,22.03609,20.11794,18.56515,17.96402,17.5831,756,301,2,668,4.54E+18,0.2783,4028,55621,340,GALAXY
1.24E+18,139.3056034,-0.560042491,22.92554,21.35684,19.62022,18.85763,18.38128,756,301,2,157,4.24E+18,0.3239178,3766,55213,746,GALAXY
1.24E+18,166.3664879,23.32477945,17.73794,16.27286,15.69153,15.62691,15.52521,5140,301,2,98,2.80E+18,-0.000174368,2486,53876,4,STAR
1.24E+18,181.8806706,4.168985661,18.97236,17.35667,16.48744,16.06497,15.73461,2247,301,2,141,9.48E+17,0.0874243,842,52376,54,GALAXY
1.24E+18,185.4092604,4.25578593,19.23877,17.82645,17.33729,17.03563,16.87138,2247,301,2,164,3.24E+18,0.07848768,2880,54509,296,GALAXY
1.24E+18,226.1071542,48.64629287,21.90633,21.33154,21.17111,20.83252,20.18413,3705,301,1,167,9.49E+18,0.7007571,8432,57834,900,QSO
1.24E+18,241.1782548,39.86718238,18.49825,17.12139,16.56987,16.34295,16.24417,3705,301,1,259,3.90E+18,-0.000141965,3467,54999,391,STAR
1.24E+18,213.6699431,30.45999122,22.87391,21.83114,20.48334,19.62483,19.17235,4576,301,1,611,7.32E+18,0.5387539,6497,56329,751,GALAXY
1.24E+18,326.0214138,7.660706494,22.58113,22.63869,20.9112,19.82316,19.23204,7772,301,3,85,4.61E+18,0.4817481,4092,55477,655,GALAXY
1.24E+18,234.1475195,40.39771997,24.44674,22.59891,21.41867,20.30391,19.61635,3918,301,3,241,9.59E+18,0.000109507,8517,57899,813,STAR
1.24E+18,235.7565175,39.44511197,23.66034,22.18498,20.68658,18.83245,17.84115,3918,301,3,251,1.89E+18,-2.55E-05,1680,53171,171,STAR
1.24E+18,256.7815419,33.07989828,21.99244,21.44912,21.60304,22.72734,20.73817,2248,301,3,216,1.23E+19,-0.001060106,10904,58402,521,STAR
1.24E+18,249.3973097,42.37171409,20.48897,19.43408,20.56546,21.43172,18.82907,2248,301,3,143,9.61E+18,-0.000562938,8537,58014,351,STAR
1.24E+18,202.8680521,21.63839398,20.60596,20.41219,20.40482,20.20786,20.29222,5194,301,4,574,2.99E+18,1.703172,2653,54230,477,QSO
1.24E+18,208.5572277,20.79434278,19.68566,18.61643,18.41062,18.31506,18.32245,5194,301,4,610,3.12E+18,-1.33E-05,2769,54527,133,STAR
1.24E+18,20.14267249,2.435537257,22.90541,22.6652,22.30635,21.79601,20.91692,7717,301,4,464,1.06E+19,0.9779135,9434,57712,247,GALAXY
1.24E+18,11.09274632,1.237875273,22.95941,22.11173,21.60048,20.76334,20.42434,7717,301,1,403,1.06E+19,0.7226115,9413,58080,158,GALAXY
1.24E+18,27.99963207,1.059450696,22.25476,21.02624,19.21694,18.62493,18.31483,7717,301,1,516,4.77E+18,0.3584718,4233,55449,590,GALAXY
1.24E+18,43.82129845,0.758997178,20.94914,19.65399,19.02338,18.65746,18.43483,7717,301,1,622,1.76E+18,0.0733268,1562,53052,483,GALAXY
1.24E+18,44.35394045,0.684773222,23.83459,22.08713,20.54911,19.61656,19.21478,7717,301,1,626,4.78E+18,0.528966,4242,55476,877,GALAXY
1.24E+18,332.8155815,1.019391344,23.74055,22.14738,20.50508,19.64631,19.30135,7717,301,1,148,4.73E+18,0.4500554,4200,55499,661,GALAXY
1.24E+18,356.5838367,36.78204425,19.44587,17.77548,17.10041,16.82686,16.69749,4135,301,1,222,2.12E+18,-0.000170887,1880,53262,354,STAR
1.24E+18,185.3935787,0.275193728,24.00754,21.92797,20.39632,19.23576,18.79302,756,301,4,465,4.33E+18,0.5866799,3847,55588,515,GALAXY
1.24E+18,352.9801655,-1.135516954,23.09775,20.40187,18.88221,18.2279,17.76002,4263,301,1,69,4.32E+17,0.3355493,384,51821,210,GALAXY
1.24E+18,21.7322345,-1.257662911,21.88008,21.76735,21.42191,21.12814,20.89468,4263,301,1,261,1.06E+19,0.8924906,9395,58113,248,GALAXY
1.24E+18,33.07305781,-1.157651732,21.85756,19.65049,18.32688,17.80456,17.66882,4263,301,1,336,4.56E+17,0.2139331,405,51816,204,GALAXY
1.24E+18,11.34963033,-1.236135011,20.80879,18.87149,17.84278,17.40724,17.03955,4263,301,1,191,1.68E+18,0.1177442,1495,52944,50,GALAXY
1.24E+18,206.64708,51.43317796,23.16568,20.96497,19.25658,18.61027,18.14582,3838,301,6,63,7.59E+18,0.3949327,6740,56401,230,GALAXY
1.24E+18,131.8532755,3.250021879,19.66725,17.64977,16.59695,16.14711,15.81814,2986,301,1,88,6.35E+17,0.1180647,564,52224,584,GALAXY
1.24E+18,156.4387802,5.337596792,23.38328,21.47838,19.48519,18.85075,18.4284,2986,301,1,252,5.41E+18,0.3383109,4802,55652,951,GALAXY
1.24E+18,175.9642003,64.80788673,25.31551,21.23238,21.11271,21.08551,21.38745,2078,301,4,77,8.01E+18,3.275349,7112,56666,531,QSO
1.24E+18,151.2796527,47.35459512,19.81124,18.10918,17.03713,16.56169,16.22796,2830,301,4,273,9.82E+17,0.1641816,872,52339,475,GALAXY
1.24E+18,324.2753544,4.460126708,25.05685,22.48762,20.53788,19.59377,19.14954,5655,301,1,118,4.60E+18,0.5418029,4087,55449,411,GALAXY
1.24E+18,176.5151426,34.81611875,22.77144,23.25395,21.86552,20.60654,19.81044,4576,301,4,402,1.16E+19,0.8195037,10260,58173,499,GALAXY
1.24E+18,193.5985951,3.307103944,23.24931,20.76633,19.0347,18.39426,18.04183,1458,301,5,459,5.36E+18,0.3996873,4757,55653,258,GALAXY
1.24E+18,203.3288678,14.46917674,19.59821,17.82191,16.91896,16.513,16.19151,3971,301,4,33,2.00E+18,0.07193874,1775,53847,479,GALAXY
1.24E+18,209.2914339,13.77981392,22.45637,21.21087,19.3451,18.55591,18.1922,3971,301,4,71,6.13E+18,0.4484618,5448,56013,639,GALAXY
1.24E+18,174.5618539,25.39801811,19.36595,17.93387,17.29838,17.04785,16.90356,5140,301,5,149,3.63E+18,0.000567515,3221,54864,201,STAR
1.24E+18,110.3863929,39.76637727,23.77836,21.39036,19.83579,18.98761,18.48936,4264,301,3,21,3.61E+18,-0.000108976,3205,54848,118,STAR
1.24E+18,252.451259,34.27761585,21.94728,21.24883,20.88515,20.77714,20.74394,3225,301,4,283,1.23E+19,1.364581,10908,58392,425,QSO
1.24E+18,39.2495427,0.08270892,23.0526,22.45578,24.52798,22.217,22.23568,4263,301,4,378,8.26E+18,0,7336,56656,658,GALAXY
1.24E+18,30.88722207,1.188709641,18.18911,16.89469,16.42161,16.24627,16.18549,7717,301,1,536,8.26E+18,4.09E-06,7332,56683,943,STAR
1.24E+18,112.5585959,36.77734037,25.69735,22.66368,21.30067,20.31382,19.59075,1402,301,4,28,4.12E+18,0.5478718,3662,55182,515,GALAXY
1.24E+18,112.9520282,37.43335177,23.17117,22.62192,21.05493,20.02262,19.53456,1402,301,4,32,4.12E+18,0.5842181,3661,55614,453,GALAXY
1.24E+18,199.9221609,36.44667943,23.65262,22.94286,21.66215,20.53744,19.8273,4512,301,3,27,9.99E+18,0.5537196,8875,57779,475,GALAXY
1.24E+18,204.9113861,35.7127265,26.60865,22.63233,21.36667,20.35464,19.71578,4512,301,3,55,1.15E+19,0.5463156,10256,58193,647,GALAXY
1.24E+18,17.14832447,1.710356928,21.22416,21.24617,20.84763,20.99067,20.61432,7717,301,2,444,8.85E+18,1.020017,7859,57282,348,QSO
1.24E+18,126.7748272,3.534242529,18.80511,17.62362,17.06944,16.6934,16.49749,2125,301,6,54,1.33E+18,0.09724693,1185,52642,56,GALAXY
1.24E+18,30.33168348,15.82994699,22.35254,21.2764,20.20513,19.39035,19.01708,7713,301,3,425,5.76E+18,0.5346192,5119,55836,157,GALAXY
1.24E+18,241.5606285,53.43726519,19.39062,18.14353,17.54614,17.18086,16.99296,1412,301,4,368,6.99E+17,0.08743969,621,52055,480,GALAXY
1.24E+18,211.1226994,20.5535054,21.66302,19.39277,17.91562,16.58352,15.84681,5194,301,4,626,3.12E+18,3.98E-05,2771,54527,439,STAR
1.24E+18,234.3214348,40.09630088,24.24524,23.4799,22.09142,20.56309,19.56602,3918,301,3,243,9.59E+18,-0.000305561,8517,57899,858,STAR
1.24E+18,190.3010512,-1.364884699,21.67931,21.01448,21.05643,20.90015,20.50648,1140,301,6,250,4.25E+18,2.289771,3778,55213,972,QSO
1.24E+18,353.9646584,0.834725577,23.07838,21.06853,20.91988,21.26601,20.52633,4188,301,5,69,4.74E+18,3.053275,4212,55447,916,QSO
1.24E+18,148.8792558,45.67724355,21.52149,20.88122,20.65724,20.57083,20.07786,2830,301,2,258,5.29E+18,0.7058465,4694,55649,751,QSO
1.24E+18,355.6391657,14.69354572,23.94239,22.65295,21.02227,19.93539,19.42838,1739,301,3,274,6.91E+18,0.6318393,6138,56598,365,GALAXY
1.24E+18,359.4480169,28.40319938,16.68575,15.08133,14.44871,14.20391,14.11298,4152,301,1,103,3.16E+18,-0.000185761,2803,54368,381,STAR
1.24E+18,359.6679347,27.67352004,18.56845,17.58784,17.32933,17.2029,17.20327,4152,301,1,108,3.16E+18,-0.000354844,2803,54368,262,STAR
1.24E+18,5.416429563,-7.596520435,22.18482,19.74756,18.23758,17.65541,17.31157,8100,301,3,356,8.05E+18,0.2960848,7151,56598,468,GALAXY
1.24E+18,42.33121578,33.84351972,22.04749,20.75946,20.08855,19.77653,19.6643,5934,301,5,164,2.70E+18,-0.000114713,2398,53768,245,STAR
1.24E+18,168.3513343,4.108822867,20.21445,18.15216,17.04983,16.59404,16.21913,2247,301,2,51,9.40E+17,0.143392,835,52326,264,GALAXY
1.24E+18,181.3772713,4.168703221,18.46786,16.87708,16.13152,15.69026,15.39275,2247,301,2,137,9.48E+17,0.07621392,842,52376,94,GALAXY
1.24E+18,185.5682586,4.255343012,20.61213,18.60877,17.57373,17.04457,16.61423,2247,301,2,165,3.24E+18,0.07871067,2880,54509,256,GALAXY
1.24E+18,355.7639007,39.52338773,17.94896,16.73971,16.16809,15.92294,15.80146,4135,301,1,203,2.12E+18,-0.001154318,1882,53262,356,STAR
1.24E+18,128.0666758,47.40148641,20.32858,20.20941,19.96814,19.77714,20.04412,2076,301,5,169,8.24E+18,1.480837,7319,56962,293,QSO
1.24E+18,166.2267246,-16.20344347,19.28379,17.18316,16.29942,15.92555,15.70871,5976,301,5,60,3.03E+18,0.001241345,2690,54211,433,STAR
1.24E+18,355.9565464,26.61591277,23.58987,21.62612,21.26507,21.26049,21.27851,8110,301,2,205,8.67E+18,2.733592,7699,57574,34,QSO
1.24E+18,121.5934028,34.48545258,22.62786,22.6748,21.12959,20.07289,19.69166,6709,301,4,49,4.23E+18,0.5728756,3757,55508,351,GALAXY
1.24E+18,346.1899982,33.85869624,24.92318,23.93484,21.9139,20.63652,19.72021,8156,301,4,159,1.31E+19,0.5529842,11636,58462,847,GALAXY
1.24E+18,143.3617388,14.99410686,22.92159,22.29446,21.89451,21.05579,20.36107,5935,301,3,180,1.08E+19,0.74962,9585,57780,852,GALAXY
1.24E+18,144.7977488,15.21164286,23.70032,21.63855,19.90931,19.09907,18.71098,5935,301,3,189,5.98E+18,0.4623958,5315,55978,809,GALAXY
1.24E+18,111.2055959,40.95882642,22.88781,20.99744,19.9739,19.68747,19.27195,6573,301,5,193,4.12E+18,-1.60E-05,3656,55241,200,STAR
1.24E+18,14.07561506,-1.241840161,18.16566,16.1838,15.22842,14.7839,14.4166,4263,301,1,210,4.45E+17,0.04361263,395,51783,259,GALAXY
1.24E+18,31.90506832,-1.113267155,19.96844,19.12463,18.93204,18.74756,18.55321,4263,301,1,329,1.21E+18,0.04059231,1074,52937,90,GALAXY
1.24E+18,209.6884067,50.71283898,22.19712,21.99895,20.29845,19.30328,18.81978,3838,301,6,77,7.59E+18,0.5150971,6745,56425,901,GALAXY
1.24E+18,162.8689021,5.718960186,21.23763,18.95571,17.56022,17.03032,16.66777,2986,301,1,295,6.52E+17,0.22658,579,52338,456,GALAXY
1.24E+18,139.2122609,19.10927547,23.74715,21.20841,19.48685,18.78459,18.32283,5080,301,2,172,6.49E+18,0.3888736,5768,56017,240,GALAXY
1.24E+18,173.8009187,64.65933504,22.98471,21.49065,21.35325,21.51164,21.64821,2078,301,4,71,8.01E+18,2.90731,7114,56748,182,QSO
1.24E+18,186.2551043,52.65305856,22.62689,20.12315,18.97498,18.53865,18.16733,2830,301,4,425,9.95E+17,0.1506927,884,52374,463,GALAXY
1.24E+18,180.5305604,22.28504404,19.57286,17.82233,16.94332,16.54862,16.24662,5183,301,3,321,2.98E+18,0.1092099,2643,54208,171,GALAXY
1.24E+18,168.9484392,57.63685363,19.50019,17.82437,16.9519,16.59035,16.32017,2826,301,6,238,1.02E+18,0.1370302,909,52379,410,GALAXY
1.24E+18,244.4715038,46.83295783,23.96063,21.9251,21.88503,21.62438,22.04687,2248,301,3,105,6.79E+18,-0.000338456,6029,56099,628,STAR
1.24E+18,136.491047,11.48216894,22.53053,21.91969,20.92792,20.05107,19.67496,5972,301,3,140,5.97E+18,0.6486046,5298,55979,242,GALAXY
1.24E+18,137.1066238,11.55177521,25.15328,22.70445,21.38851,20.16716,19.63989,5972,301,3,144,5.97E+18,0.5904354,5302,55896,571,GALAXY
1.24E+18,164.9438081,50.94224749,25.74399,21.78729,20.37018,19.46386,18.83306,2830,301,4,337,7.54E+18,0.5516934,6700,56384,677,GALAXY
1.24E+18,324.213039,4.595396648,24.78007,22.79472,21.15968,20.06743,19.48,5655,301,1,118,4.60E+18,0.5480875,4087,55449,401,GALAXY
1.24E+18,326.1830282,4.696682737,23.25168,21.4863,20.30389,19.39477,18.92025,5655,301,1,131,4.60E+18,0.5258443,4086,55446,703,GALAXY
1.24E+18,251.9231458,34.59889195,21.61134,21.33484,21.26823,21.01928,21.16533,3225,301,4,279,1.23E+19,3.829275,10908,58392,516,QSO
1.24E+18,117.8326384,43.71770035,24.7189,23.04407,21.57429,20.0367,19.17673,1402,301,4,81,7.18E+18,0.000163196,6375,56323,141,STAR
1.24E+18,208.801874,34.8694707,23.06243,22.39068,20.73012,19.64557,19.26268,4512,301,3,77,4.34E+18,0.5582061,3857,55272,576,GALAXY
1.24E+18,131.526494,18.65051556,23.00183,22.63942,21.75398,21.00576,20.66223,5061,301,3,118,1.08E+19,0.6005551,9558,57806,877,GALAXY
1.24E+18,132.8708979,19.22377305,23.29861,22.4608,20.88968,19.88926,19.18083,5061,301,3,127,5.83E+18,0.6326931,5176,56221,76,GALAXY
1.24E+18,195.7542443,33.35632567,21.83719,21.47342,21.59762,21.41539,20.80414,4576,301,1,508,1.15E+19,1.739142,10252,58485,892,QSO
1.24E+18,200.2706869,32.78419026,19.6628,19.3891,19.11536,18.98584,18.97017,4576,301,1,534,2.38E+18,2.006774,2112,53534,273,QSO
1.24E+18,187.7886552,35.07648105,23.07104,24.39181,23.28784,21.10084,19.90516,4576,301,4,463,1.15E+19,1.011139,10247,58162,805,GALAXY
1.24E+18,326.3732256,10.73595668,18.73922,17.59175,17.51874,17.51637,17.55779,2507,301,1,63,8.24E+17,-0.000263093,732,52221,24,STAR
1.24E+18,358.384561,16.05608659,20.37779,19.39712,19.0399,18.9349,18.9419,1739,301,6,292,3.53E+18,0.000244787,3131,54731,543,STAR
1.24E+18,221.0107769,41.92546083,23.48181,21.47772,21.13689,21.33194,21.26966,3699,301,5,195,9.57E+18,3.10652,8497,58161,190,QSO
1.24E+18,212.6121464,43.36428437,25.61743,23.03567,22.10441,20.79161,19.94591,3699,301,2,153,9.57E+18,0.7077317,8503,57519,193,GALAXY
1.24E+18,210.4881279,-1.185782859,18.89368,17.3616,16.76858,16.45172,16.31502,752,301,1,447,3.39E+17,0.02544127,301,51942,1,GALAXY
1.24E+18,219.2237066,56.38405292,21.24529,18.88697,17.55009,16.9599,16.62034,3225,301,6,72,1.31E+18,-1.43E-05,1161,52703,638,STAR
1.24E+18,221.1465054,55.81754132,22.26356,20.94963,19.09768,18.49304,18.01463,3225,301,6,80,7.66E+18,0.337526,6800,56399,42,GALAXY
1.24E+18,350.6691315,2.726171601,20.72263,20.61585,20.88618,20.49648,20.66054,7712,301,4,267,1.03E+19,1.892175,9175,58049,742,QSO
1.24E+18,327.5628563,7.7654192,19.72204,17.75819,16.59306,16.07809,15.65309,7772,301,3,95,4.61E+18,0.1492603,4092,55477,966,GALAXY
1.24E+18,342.8568671,28.09262105,22.87056,22.05079,20.39565,19.47635,18.93064,8162,301,3,146,7.09E+18,0.5344707,6295,56536,861,GALAXY
1.24E+18,227.948353,47.8412994,25.09452,22.03196,21.10393,20.78787,20.50622,3705,301,1,176,9.49E+18,-0.000328879,8431,57482,372,STAR
1.24E+18,235.9973927,43.39309102,22.70667,20.96792,20.71593,20.6827,20.60308,3705,301,1,224,6.80E+18,3.290533,6042,56101,430,QSO
1.24E+18,232.0069178,35.88801226,17.58251,17.44496,17.36591,17.23464,17.32438,3926,301,2,43,5.60E+18,1.451035,4978,56036,171,QSO
1.24E+18,175.5634635,4.198590409,20.77111,18.73332,17.71447,17.25529,16.91265,2247,301,2,99,9.45E+17,0.09936334,839,52373,289,GALAXY
1.24E+18,180.7254359,4.226800309,25.28873,19.26491,17.75305,17.22807,16.84518,2247,301,2,133,9.48E+17,0.2416303,842,52376,269,GALAXY
1.24E+18,250.5209513,40.80320642,21.97272,21.96925,21.80544,21.6564,21.24791,2335,301,2,28,9.60E+18,0.680725,8529,58013,200,GALAXY
1.24E+18,132.4976538,18.92768429,23.19238,22.38028,20.75636,19.90187,19.38996,5061,301,3,124,5.83E+18,0.461332,5176,56221,103,GALAXY
1.24E+18,132.6887414,19.02890543,23.62153,22.1075,20.40265,19.53797,18.88587,5061,301,3,126,5.83E+18,0.5326407,5175,55955,519,GALAXY
1.24E+18,289.5425479,62.76329826,18.66352,16.76201,16.10431,15.88885,15.79618,6162,301,3,226,2.87E+18,-0.000112166,2553,54631,396,STAR
1.24E+18,334.7314821,31.40716842,19.13653,17.20407,16.22435,15.70241,15.2654,8156,301,4,92,6.70E+18,0.05036779,5954,56462,898,GALAXY
1.24E+18,143.9425118,14.97457713,24.02683,23.16763,22.38561,21.76724,22.58484,5935,301,3,184,1.08E+19,0.7735895,9586,57787,508,GALAXY
1.24E+18,13.12898932,2.489896542,23.33201,23.34889,22.12729,21.29343,21.37542,7717,301,4,417,1.06E+19,0.8364559,9428,58101,645,GALAXY
1.24E+18,191.9874522,34.45476341,22.76222,20.15872,18.55573,17.96549,17.56738,4576,301,3,487,4.47E+18,0.3045928,3971,55322,92,GALAXY
1.24E+18,120.9229496,11.98352864,24.76156,24.03645,21.08912,19.93433,19.4726,5080,301,2,45,5.08E+18,0.6016666,4510,55559,741,GALAXY
1.24E+18,156.7843743,49.12881086,22.26867,21.58814,20.21664,19.27341,19.09133,2830,301,4,300,7.50E+18,0.517462,6658,56606,933,GALAXY
1.24E+18,128.6915857,35.91973225,23.4237,22.31928,20.80577,19.93845,19.45221,2830,301,4,137,4.24E+18,0.5357348,3762,55507,11,GALAXY
1.24E+18,325.9764338,4.654262621,22.00676,21.30771,20.25273,19.3456,18.82664,5655,301,1,130,4.60E+18,0.6152221,4086,55446,663,GALAXY
